"UserID","AverageRating","Gender"
1,3.61029411764706,"M"
2,3.70967741935484,"F"
3,2.7962962962963,"M"
4,4.33333333333333,"M"
5,2.87428571428571,"F"
6,3.63507109004739,"M"
7,3.96526054590571,"M"
8,3.79661016949153,"M"
9,4.27272727272727,"M"
10,4.20652173913043,"M"
11,3.46408839779006,"F"
12,4.3921568627451,"F"
13,3.09748427672956,"M"
14,4.09183673469388,"M"
15,2.875,"F"
16,4.32857142857143,"M"
17,3.03571428571429,"M"
18,3.88086642599278,"F"
19,3.55,"M"
20,3.10416666666667,"F"
21,2.67039106145251,"M"
22,3.3515625,"M"
23,3.63576158940397,"F"
24,4.32352941176471,"F"
25,4.05128205128205,"M"
26,2.94392523364486,"M"
27,3.24,"F"
28,3.72151898734177,"M"
29,3.64705882352941,"M"
30,3.76744186046512,"M"
31,3.91666666666667,"M"
32,3.31707317073171,"F"
33,3.70833333333333,"M"
34,4.05,"F"
35,3,"F"
36,3.8,"F"
37,3.64912280701754,"M"
38,3.71900826446281,"F"
39,3.77272727272727,"M"
40,2.88571428571429,"M"
41,3.76923076923077,"M"
42,3.72677595628415,"M"
43,3.710407239819,"F"
44,3.64900662251656,"M"
45,3.60416666666667,"M"
46,4.11111111111111,"F"
47,3.64,"M"
48,3.78787878787879,"M"
49,2.68372093023256,"F"
50,3.54166666666667,"M"
51,3.56521739130435,"M"
52,4.26785714285714,"F"
53,3.82142857142857,"M"
54,3.69230769230769,"M"
55,3.28571428571429,"M"
56,3.64171122994652,"M"
57,3.5,"M"
58,3.83766233766234,"M"
59,3.93455497382199,"M"
60,4.08653846153846,"M"
61,2.95238095238095,"M"
62,3.30172413793103,"F"
63,3.11827956989247,"M"
64,3.585,"M"
65,3.9375,"F"
66,3.47368421052632,"M"
67,3.76666666666667,"M"
68,3.02941176470588,"M"
69,3.84615384615385,"M"
70,3.46564885496183,"M"
71,3.78947368421053,"M"
72,3.81751824817518,"F"
73,3.72727272727273,"M"
74,3.64102564102564,"M"
75,3.27848101265823,"M"
76,3.5609756097561,"M"
77,3.61111111111111,"M"
78,3.38095238095238,"M"
79,4,"F"
80,3.75862068965517,"F"
81,3.29310344827586,"M"
82,3.07142857142857,"M"
83,3.41935483870968,"M"
84,3.85294117647059,"M"
85,3.53819444444444,"M"
86,3.52173913043478,"M"
87,3.7914691943128,"M"
88,3.95238095238095,"F"
89,4.03947368421053,"F"
90,4.22333333333333,"M"
91,3.88775510204082,"M"
92,3.24484536082474,"M"
93,3.35,"M"
94,3.6575,"M"
95,3.41726618705036,"M"
96,4.26785714285714,"F"
97,4.15873015873016,"M"
98,3.59259259259259,"F"
99,3.55147058823529,"M"
100,3.06779661016949,"M"
101,2.8955223880597,"M"
102,2.61574074074074,"M"
103,3.62068965517241,"M"
104,2.66666666666667,"M"
105,3.39130434782609,"M"
106,3.765625,"M"
107,3,"M"
108,3.57575757575758,"M"
109,3.44017094017094,"M"
110,3.04511278195489,"M"
111,3.54166666666667,"M"
112,3.69565217391304,"M"
113,3.72549019607843,"M"
114,3.60416666666667,"M"
115,3.93478260869565,"M"
116,3.00699300699301,"M"
117,3.91860465116279,"M"
118,4.66197183098592,"M"
119,3.95027624309392,"M"
120,3.57692307692308,"F"
121,3.60810810810811,"M"
122,3.98360655737705,"F"
123,3.85185185185185,"F"
124,3.5,"M"
125,3.43956043956044,"M"
126,3.53333333333333,"F"
127,4.1304347826087,"M"
128,3.66304347826087,"F"
129,2.6,"F"
130,3.98583569405099,"M"
131,4.13333333333333,"F"
132,3.77272727272727,"M"
133,3.19230769230769,"M"
134,3.64,"M"
135,3.38181818181818,"M"
136,4.34285714285714,"M"
137,4.31914893617021,"M"
138,4.27450980392157,"M"
139,4,"M"
140,3.42857142857143,"F"
141,3.42990654205607,"M"
142,3.63636363636364,"M"
143,3.9,"M"
144,3.6747572815534,"M"
145,3.33544303797468,"M"
146,3.62068965517241,"M"
147,4.2,"F"
148,4,"M"
149,2.88888888888889,"F"
150,3.84375,"F"
151,3.99674267100977,"F"
152,4.32075471698113,"F"
153,2.95652173913043,"M"
154,3.96078431372549,"M"
155,2.63636363636364,"F"
156,3.72972972972973,"M"
157,3.7843137254902,"M"
158,3.80346820809249,"M"
159,3.42990654205607,"F"
160,3.91666666666667,"M"
161,2.55172413793103,"M"
162,3.5952380952381,"M"
163,3.30434782608696,"M"
164,4.12698412698413,"M"
165,4,"F"
166,3.55,"M"
167,3.3768115942029,"M"
168,3.33333333333333,"M"
169,3.97297297297297,"F"
170,3.77272727272727,"F"
171,3.46428571428571,"F"
172,3.18518518518519,"M"
173,4.2093023255814,"M"
174,3.5819209039548,"F"
175,3.73684210526316,"F"
176,3.6984126984127,"M"
177,3.61739130434783,"M"
178,3.68131868131868,"M"
179,3.04761904761905,"M"
180,3.93650793650794,"F"
181,1.49195402298851,"M"
182,3.85714285714286,"M"
183,3.18867924528302,"M"
184,3.66135458167331,"M"
185,4.04166666666667,"F"
186,3.41304347826087,"F"
187,4.07142857142857,"M"
188,3.76785714285714,"M"
189,3.97860962566845,"M"
190,3.32203389830508,"M"
191,3.62962962962963,"M"
192,3.51428571428571,"M"
193,3.16528925619835,"M"
194,2.96393442622951,"M"
195,3.29166666666667,"M"
196,3.61538461538462,"M"
197,3.33898305084746,"M"
198,3.27624309392265,"F"
199,2.95,"M"
200,4.03240740740741,"M"
201,3.03108808290155,"M"
202,2.8,"F"
203,3.41860465116279,"F"
204,3.45238095238095,"F"
205,2.86363636363636,"M"
206,2.171875,"F"
207,3.2304347826087,"M"
208,3.78787878787879,"M"
209,3.18181818181818,"F"
210,4.06060606060606,"M"
211,3.18918918918919,"M"
212,3.92,"F"
213,4.23015873015873,"M"
214,3.8984375,"F"
215,3.7741935483871,"M"
216,3.80152671755725,"M"
217,2.96052631578947,"M"
218,3.60377358490566,"M"
219,3.71428571428571,"M"
220,3.77272727272727,"M"
221,3.61643835616438,"M"
222,3.04909560723514,"M"
223,3.02857142857143,"F"
224,2.99290780141844,"F"
225,4.51851851851852,"F"
226,3.8,"M"
227,3.44827586206897,"M"
228,3.14285714285714,"F"
229,2.73333333333333,"F"
230,3.84962406015038,"F"
231,3.66666666666667,"M"
232,3.90322580645161,"M"
233,4.34545454545455,"M"
234,3.12291666666667,"M"
235,3.97872340425532,"M"
236,3.4758064516129,"F"
237,4.14583333333333,"M"
238,3.27586206896552,"F"
239,4.21383647798742,"M"
240,3.75,"F"
241,3.43478260869565,"F"
242,4.45,"M"
243,3.64197530864198,"M"
244,3.65126050420168,"M"
245,3.27272727272727,"M"
246,2.92820512820513,"M"
247,3.92307692307692,"M"
248,3.57142857142857,"M"
249,4.1055900621118,"M"
250,3.78688524590164,"M"
251,3.79220779220779,"M"
252,4.42857142857143,"M"
253,3.97938144329897,"F"
254,3.05031446540881,"M"
255,2.5421686746988,"M"
256,3.99033816425121,"F"
257,4.03508771929825,"M"
258,3.73913043478261,"F"
259,3.8695652173913,"M"
260,4.04166666666667,"F"
261,4.11111111111111,"M"
262,3.16875,"F"
263,4.04878048780488,"M"
264,4.21666666666667,"F"
265,3.56521739130435,"M"
266,3.26086956521739,"F"
267,3.93513513513514,"M"
268,2.94207317073171,"M"
269,3.00928792569659,"F"
270,4.33333333333333,"F"
271,3.58273381294964,"M"
272,4.33333333333333,"M"
273,3.63636363636364,"F"
274,4.05633802816901,"F"
275,3.11578947368421,"M"
276,3.46525096525097,"M"
277,3.5,"F"
278,4.26086956521739,"F"
279,3.26728110599078,"M"
280,3.57751937984496,"F"
281,3.19230769230769,"F"
282,3.5,"M"
283,4.13207547169811,"M"
284,3.5531914893617,"M"
285,3.9375,"M"
286,3.71180555555556,"M"
287,4.11290322580645,"M"
288,3.88,"M"
289,2.92592592592593,"M"
290,3.35333333333333,"M"
291,3.68581081081081,"M"
292,4.2258064516129,"F"
293,3.03092783505155,"M"
294,3.46666666666667,"M"
295,4.23979591836735,"M"
296,4.17687074829932,"F"
297,3.4375,"F"
298,4.03149606299213,"M"
299,3.46428571428571,"M"
300,3.75,"F"
301,3.52727272727273,"M"
302,2.42857142857143,"M"
303,3.36570247933884,"M"
304,3.38461538461538,"F"
305,3.40990990990991,"M"
306,3.78125,"M"
307,3.79464285714286,"M"
308,3.75818639798489,"M"
309,3.5,"M"
310,3.85714285714286,"M"
311,3.79591836734694,"M"
312,4.38116591928251,"M"
313,3.59541984732824,"M"
314,3.67755102040816,"F"
315,4.01149425287356,"M"
316,3.36,"F"
317,3.54545454545455,"M"
318,3.70689655172414,"M"
319,3.47826086956522,"M"
320,3.72077922077922,"M"
321,3.736,"F"
322,4.17647058823529,"M"
323,3.61797752808989,"M"
324,4.34848484848485,"F"
325,3.40845070422535,"M"
326,3.32620320855615,"M"
327,3.31338028169014,"M"
328,3.43109540636042,"M"
329,3.4,"M"
330,4.49659863945578,"F"
331,3.64285714285714,"M"
332,4.15300546448087,"M"
333,3.84615384615385,"M"
334,3.51951951951952,"M"
335,3.54545454545455,"M"
336,2.96153846153846,"M"
337,3.94117647058824,"M"
338,4,"F"
339,4.00393700787402,"M"
340,4.15909090909091,"M"
341,3.80952380952381,"F"
342,3.43781094527363,"F"
343,3.9873417721519,"M"
344,3.66842105263158,"F"
345,3.64655172413793,"F"
346,3.29015544041451,"M"
347,3.57286432160804,"M"
348,3.89655172413793,"F"
349,3.19512195121951,"M"
350,4.32,"M"
351,4.15909090909091,"M"
352,3.73809523809524,"F"
353,3.36,"M"
354,3.74248927038627,"F"
355,4.07692307692308,"M"
356,3.58333333333333,"F"
357,4.13157894736842,"M"
358,3.69767441860465,"M"
359,3.92592592592593,"M"
360,3.96078431372549,"M"
361,3.77685950413223,"M"
362,3.36,"F"
363,3.05466237942122,"M"
364,3.45,"M"
365,3.37931034482759,"M"
366,4.39393939393939,"F"
367,4.1551724137931,"M"
368,3.28888888888889,"M"
369,4,"M"
370,3.69333333333333,"M"
371,4.09803921568627,"M"
372,4.3030303030303,"F"
373,3.73390557939914,"F"
374,3.31021897810219,"M"
375,3.67857142857143,"M"
376,3.73333333333333,"F"
377,3.90909090909091,"M"
378,3.424,"M"
379,3.98979591836735,"M"
380,3.19753086419753,"M"
381,3.81102362204724,"M"
382,3.47169811320755,"M"
383,4.38028169014085,"M"
384,4.13636363636364,"M"
385,3.29537366548043,"M"
386,3.65217391304348,"M"
387,3.36184210526316,"M"
388,4.17307692307692,"M"
389,3.70479704797048,"F"
390,3.83870967741935,"F"
391,3.76859504132231,"M"
392,4.04504504504505,"M"
393,3.33705357142857,"M"
394,3.85906040268456,"M"
395,3.89473684210526,"M"
396,3.40740740740741,"M"
397,3.70588235294118,"M"
398,3.7093023255814,"M"
399,2.93730407523511,"M"
400,3.59090909090909,"F"
401,3.11764705882353,"F"
402,3.89705882352941,"M"
403,3.68,"M"
404,3.25,"F"
405,1.83446404341927,"F"
406,3.53216374269006,"M"
407,3.46902654867257,"M"
408,3.74074074074074,"M"
409,3.59113300492611,"M"
410,3.03571428571429,"F"
411,3.77586206896552,"M"
412,3.94117647058824,"M"
413,3.66,"M"
414,3.88,"M"
415,4.16666666666667,"M"
416,3.84584178498986,"F"
417,3.24657534246575,"F"
418,2.9,"F"
419,4.21875,"M"
420,4.16666666666667,"M"
421,3.85483870967742,"F"
422,3.4639175257732,"M"
423,3.578125,"M"
424,3.36363636363636,"F"
425,2.95588235294118,"M"
426,3.83168316831683,"M"
427,4.54838709677419,"M"
428,3.92727272727273,"M"
429,3.39371980676328,"M"
430,3.55384615384615,"M"
431,3.38095238095238,"M"
432,3.70967741935484,"M"
433,3.51219512195122,"M"
434,3.70454545454545,"F"
435,3.31662269129288,"M"
436,3.75172413793103,"F"
437,3.58174904942966,"F"
438,4.06060606060606,"F"
439,3.70967741935484,"F"
440,4.17647058823529,"M"
441,3.5,"M"
442,3.12587412587413,"M"
443,3.375,"M"
444,3.79166666666667,"F"
445,1.98518518518519,"M"
446,2.75,"M"
447,3.59712230215827,"M"
448,3.34210526315789,"M"
449,3.74666666666667,"M"
450,3.86481481481481,"F"
451,2.73469387755102,"M"
452,3.4126213592233,"M"
453,3.28846153846154,"M"
454,2.97881355932203,"M"
455,3.5026455026455,"M"
456,3.45622119815668,"M"
457,4.02527075812274,"F"
458,3.68852459016393,"M"
459,3.38135593220339,"M"
460,3.41176470588235,"F"
461,3,"M"
462,4,"F"
463,2.86466165413534,"F"
464,4.0377358490566,"M"
465,3.4375,"M"
466,3.46534653465347,"M"
467,3.68181818181818,"M"
468,3.99300699300699,"M"
469,4.53488372093023,"M"
470,3.57894736842105,"M"
471,3.38709677419355,"M"
472,4.22813688212928,"M"
473,3.91428571428571,"M"
474,4.08256880733945,"M"
475,3.6,"M"
476,3.37349397590361,"M"
477,4.45714285714286,"F"
478,3.41592920353982,"M"
479,3.42079207920792,"M"
480,3.73333333333333,"M"
481,3.98214285714286,"M"
482,3.42307692307692,"F"
483,3.05084745762712,"M"
484,3.99280575539568,"M"
485,3.03846153846154,"F"
486,3.22222222222222,"M"
487,3.64502164502164,"M"
488,3.35714285714286,"M"
489,3.72477064220183,"M"
490,2.78947368421053,"F"
491,3.84848484848485,"F"
492,3.52727272727273,"M"
493,3.75555555555556,"M"
494,3.87234042553191,"F"
495,3.95305164319249,"M"
496,3.03100775193798,"F"
497,3.17921146953405,"M"
498,3.28859060402685,"M"
499,3.86274509803922,"M"
500,3.34222222222222,"M"
501,3.76712328767123,"M"
502,3.10810810810811,"M"
503,4.01875,"F"
504,3.62151394422311,"F"
505,3.36607142857143,"F"
506,3.67355371900826,"M"
507,4.72413793103448,"F"
508,3.82758620689655,"M"
509,2.51515151515152,"M"
510,2.76666666666667,"M"
511,3.75,"M"
512,4.33333333333333,"M"
513,4.36363636363636,"M"
514,3.84020618556701,"M"
515,3,"M"
516,4.09523809523809,"F"
517,3.2972972972973,"M"
518,3.64383561643836,"F"
519,4.12244897959184,"M"
520,3.43478260869565,"M"
521,3.14,"M"
522,4.33333333333333,"M"
523,4.36,"F"
524,3.49346405228758,"M"
525,3.2962962962963,"F"
526,3.23529411764706,"M"
527,3.83211678832117,"M"
528,3.71698113207547,"M"
529,3.6046511627907,"F"
530,3.88888888888889,"M"
531,3.23333333333333,"F"
532,4.12043795620438,"M"
533,3.38461538461538,"M"
534,4.075,"M"
535,3.93577981651376,"F"
536,3.87116564417178,"M"
537,2.86530612244898,"M"
538,3.61728395061728,"M"
539,3.98214285714286,"F"
540,3.71428571428571,"M"
541,3.62406015037594,"F"
542,3.48888888888889,"M"
543,3.53299492385787,"M"
544,2.80645161290323,"F"
545,3.50617283950617,"M"
546,3.89830508474576,"M"
547,3.65217391304348,"M"
548,3.67096774193548,"M"
549,3.72,"M"
550,3.675,"F"
551,3.80239520958084,"M"
552,3.0952380952381,"M"
553,4.17,"M"
554,3.57017543859649,"M"
555,4.01923076923077,"F"
556,4.20454545454545,"F"
557,3.75471698113208,"F"
558,4.2,"F"
559,3.57894736842105,"M"
560,3.3960396039604,"M"
561,3.02521008403361,"M"
562,3.54166666666667,"F"
563,3.76666666666667,"F"
564,3.41176470588235,"M"
565,4.54285714285714,"M"
566,3.44295302013423,"M"
567,3.95483870967742,"M"
568,3.37037037037037,"M"
569,3.48571428571429,"M"
570,2.68181818181818,"M"
571,3.45,"M"
572,3.25,"M"
573,3.74509803921569,"M"
574,3.52173913043478,"M"
575,3.15384615384615,"M"
576,3.52777777777778,"M"
577,3.8031914893617,"F"
578,2.66666666666667,"M"
579,3.47297297297297,"M"
580,3.5531914893617,"M"
581,4.03571428571429,"M"
582,3.2741935483871,"M"
583,4.44444444444444,"M"
584,3.54166666666667,"M"
585,3.7375,"M"
586,3.32530120481928,"M"
587,2.96938775510204,"M"
588,3.74222222222222,"F"
589,3.44186046511628,"M"
590,3.5,"M"
591,3.6547619047619,"F"
592,3.81388888888889,"M"
593,3.60897435897436,"F"
594,3.48,"M"
595,3.19791666666667,"M"
596,3.6,"M"
597,3.63414634146341,"M"
598,3.68,"F"
599,3.8936170212766,"F"
600,3.58426966292135,"M"
601,3.08108108108108,"F"
602,3.79310344827586,"F"
603,3.78723404255319,"M"
604,3.2962962962963,"M"
605,3.75555555555556,"M"
606,3.96610169491525,"M"
607,3.83783783783784,"F"
608,3.67484662576687,"M"
609,2.39285714285714,"F"
610,3.73333333333333,"M"
611,3.83333333333333,"M"
612,3.37037037037037,"M"
613,4.32142857142857,"F"
614,3.12820512820513,"M"
615,3.86407766990291,"M"
616,3.62790697674419,"M"
617,2.62037037037037,"F"
618,3.28703703703704,"F"
619,3.50561797752809,"M"
620,3.82727272727273,"F"
621,3.54970760233918,"M"
622,3.39035087719298,"M"
623,3.73333333333333,"F"
624,3.53191489361702,"M"
625,3.43396226415094,"M"
626,2.34375,"M"
627,3.29281767955801,"M"
628,4.7037037037037,"M"
629,4.08264462809917,"F"
630,3.32407407407407,"F"
631,3.1,"F"
632,3.66101694915254,"M"
633,3.31034482758621,"M"
634,3.37037037037037,"M"
635,3.26470588235294,"M"
636,4.45,"M"
637,2.49038461538462,"M"
638,3.53731343283582,"M"
639,2.95945945945946,"F"
640,4.22935779816514,"M"
641,4.125,"M"
642,3.62264150943396,"F"
643,3.7378640776699,"M"
644,4,"M"
645,3.95901639344262,"M"
646,2.94736842105263,"F"
647,3.82758620689655,"M"
648,3.25925925925926,"M"
649,3.79166666666667,"M"
650,3.15434083601286,"M"
651,3.28571428571429,"M"
652,3.13636363636364,"M"
653,2.69257950530035,"M"
654,3.68707482993197,"F"
655,2.90802919708029,"F"
656,2.54166666666667,"M"
657,3.24137931034483,"F"
658,3.73239436619718,"M"
659,3.79057591623037,"M"
660,2.58482142857143,"M"
661,3.91735537190083,"M"
662,3.8695652173913,"M"
663,3.53164556962025,"M"
664,3.74698795180723,"M"
665,3.47887323943662,"M"
666,3.66530612244898,"M"
667,3.95744680851064,"M"
668,3.52173913043478,"F"
669,3.38,"M"
670,3.84782608695652,"M"
671,3.58064516129032,"M"
672,3.24137931034483,"F"
673,3.88571428571429,"M"
674,3.65853658536585,"F"
675,3.70588235294118,"M"
676,3.58441558441558,"M"
677,3.59183673469388,"M"
678,3.42857142857143,"M"
679,3.66129032258065,"F"
680,4,"M"
681,3.22727272727273,"F"
682,3.13784461152882,"M"
683,3.22666666666667,"M"
684,3.48837209302326,"M"
685,2.05,"F"
686,4.56338028169014,"M"
687,3.47619047619048,"F"
688,4.83333333333333,"F"
689,3.83333333333333,"M"
690,3.14782608695652,"M"
691,4.21875,"M"
692,3.275,"M"
693,3.13636363636364,"F"
694,4.15286624203822,"M"
695,3.28947368421053,"M"
696,3.93103448275862,"M"
697,3.71428571428571,"M"
698,2.84251968503937,"F"
699,3.14765100671141,"M"
700,3.66666666666667,"M"
701,4.21212121212121,"F"
702,2.45161290322581,"M"
703,3.53191489361702,"M"
704,3.77777777777778,"F"
705,3.71052631578947,"F"
706,3.31034482758621,"M"
707,3.49576271186441,"F"
708,3.2,"F"
709,3.57246376811594,"M"
710,3.69767441860465,"M"
711,3.85972850678733,"F"
712,3.76543209876543,"F"
713,2.96666666666667,"F"
714,3.52272727272727,"M"
715,3.38323353293413,"M"
716,3.88847583643123,"F"
717,3.70967741935484,"M"
718,3.69230769230769,"M"
719,3.1044776119403,"F"
720,3.96666666666667,"F"
721,3.53571428571429,"F"
722,3.61904761904762,"F"
723,3.27272727272727,"M"
724,2.16470588235294,"M"
725,3.8,"M"
726,3,"F"
727,3.03726708074534,"M"
728,3.57692307692308,"M"
729,2.85714285714286,"M"
730,3.23684210526316,"F"
731,3.3855421686747,"F"
732,3.7,"F"
733,3.02803738317757,"F"
734,3.609375,"F"
735,3.32075471698113,"F"
736,3,"F"
737,3.96969696969697,"M"
738,3.67567567567568,"M"
739,3.6,"M"
740,3.4,"F"
741,3.46153846153846,"M"
742,3.46153846153846,"M"
743,3.68571428571429,"M"
744,3.85185185185185,"M"
745,3.1,"M"
746,3.64179104477612,"M"
747,4.05460750853242,"M"
748,3.72222222222222,"M"
749,3.62295081967213,"M"
750,3.09090909090909,"M"
751,3.54166666666667,"F"
752,3.20547945205479,"M"
753,3.59649122807018,"M"
754,3.38235294117647,"F"
755,3.10526315789474,"F"
756,3.19266055045872,"F"
757,3.36746987951807,"M"
758,3.87675070028011,"M"
759,4.0625,"F"
760,3.24390243902439,"F"
761,2.84848484848485,"M"
762,3.04761904761905,"M"
763,3.78294573643411,"M"
764,3.68807339449541,"F"
765,4.08695652173913,"M"
766,3.35428571428571,"M"
767,4.43243243243243,"M"
768,3.265625,"M"
769,3.06896551724138,"M"
770,4.296875,"M"
771,3.71428571428571,"M"
772,4,"M"
773,3.27950310559006,"M"
774,2.05803571428571,"M"
775,3.78571428571429,"M"
776,3.46666666666667,"M"
777,4.05555555555556,"M"
778,2.95384615384615,"M"
779,3.91891891891892,"M"
780,3.87272727272727,"M"
781,3.78571428571429,"M"
782,2.78879310344828,"F"
783,3.86666666666667,"M"
784,3.84615384615385,"M"
785,3.7037037037037,"M"
786,3.87179487179487,"F"
787,3.14035087719298,"F"
788,3.34136546184739,"M"
789,3.66666666666667,"M"
790,3.01731601731602,"M"
791,3.8,"M"
792,3.12765957446809,"M"
793,3.50909090909091,"M"
794,4.30769230769231,"M"
795,3.13207547169811,"M"
796,3.60055865921788,"F"
797,2.65384615384615,"F"
798,3.32635983263598,"F"
799,4,"F"
800,3.75,"M"
801,4.03846153846154,"M"
802,3.49333333333333,"M"
803,3.09090909090909,"M"
804,3.66566265060241,"M"
805,3.34798534798535,"F"
806,3.64285714285714,"M"
807,3.8921568627451,"F"
808,4.1304347826087,"M"
809,3.45,"F"
810,4.42307692307692,"F"
811,4.14285714285714,"F"
812,3.5,"M"
813,2.79310344827586,"F"
814,2.97142857142857,"M"
815,3.7431693989071,"M"
816,3.84,"M"
817,3.36111111111111,"M"
818,3.47619047619048,"M"
819,4.07142857142857,"M"
820,3,"M"
821,4.33870967741935,"M"
822,3.12,"F"
823,4.00540540540541,"M"
824,2.6,"M"
825,3.61379310344828,"M"
826,3.82608695652174,"M"
827,3.25,"F"
828,3.11538461538462,"M"
829,3.546875,"M"
830,3.74528301886792,"M"
831,3.52054794520548,"M"
832,2.96,"M"
833,3.0561797752809,"M"
834,3.92592592592593,"M"
835,4.14705882352941,"F"
836,3.86,"M"
837,3.04347826086957,"F"
838,4.11827956989247,"M"
839,3.19298245614035,"F"
840,4.13705583756345,"M"
841,3.90322580645161,"M"
842,3.74074074074074,"M"
843,2.73529411764706,"M"
844,3.50617283950617,"M"
845,3.12903225806452,"M"
846,3.74074074074074,"M"
847,3.03424657534247,"M"
848,4.28666666666667,"M"
849,4.8695652173913,"F"
850,4.52941176470588,"M"
851,3.45933014354067,"M"
852,3.46938775510204,"M"
853,2.97560975609756,"M"
854,3.21198156682028,"F"
855,3.34782608695652,"M"
856,3.42307692307692,"F"
857,3.27272727272727,"F"
858,3.42857142857143,"M"
859,3.84615384615385,"F"
860,3.23943661971831,"F"
861,4,"F"
862,4.36363636363636,"M"
863,3.1214953271028,"M"
864,3.82312925170068,"M"
865,2.28787878787879,"M"
866,2.7,"M"
867,4.26315789473684,"M"
868,2.95192307692308,"M"
869,2.87234042553191,"M"
870,3.45353159851301,"M"
871,3.49565217391304,"M"
872,3.38028169014085,"F"
873,2.9,"F"
874,3.82352941176471,"M"
875,4.19101123595506,"F"
876,4.19047619047619,"M"
877,3.82716049382716,"M"
878,3.26865671641791,"F"
879,3.68965517241379,"F"
880,3.42663043478261,"M"
881,3.32046332046332,"M"
882,4.05109489051095,"M"
883,3.92537313432836,"M"
884,3.72093023255814,"M"
885,3.31372549019608,"F"
886,3.3625,"M"
887,3.92397660818713,"F"
888,4.3,"M"
889,3.43558282208589,"M"
890,3.85714285714286,"M"
891,4.12765957446809,"F"
892,4,"M"
893,3.42372881355932,"M"
894,3.63673469387755,"M"
895,3.75,"F"
896,2.98066298342541,"M"
897,3.96216216216216,"M"
898,3.5,"M"
899,3.52592592592593,"M"
900,2.55555555555556,"M"
901,3.85483870967742,"M"
902,3.44897959183673,"F"
903,3.85294117647059,"M"
904,3.74468085106383,"F"
905,3.275,"M"
906,3.80487804878049,"M"
907,4.57142857142857,"F"
908,3.55405405405405,"F"
909,4.34615384615385,"F"
910,3.16666666666667,"M"
911,3.80612244897959,"F"
912,3.81132075471698,"M"
913,3.52272727272727,"M"
914,3.08695652173913,"F"
915,3.11538461538462,"M"
916,3.36593059936909,"M"
917,3.54285714285714,"F"
918,3.3495145631068,"M"
919,3.47004608294931,"M"
920,3.23076923076923,"F"
921,3.27272727272727,"F"
922,3.37007874015748,"F"
923,4.14864864864865,"M"
924,3.75609756097561,"M"
925,3.125,"F"
926,3.3,"M"
927,3.69166666666667,"M"
928,4.6875,"M"
929,3.69387755102041,"M"
930,2.96825396825397,"F"
931,3.72131147540984,"M"
932,3.96680497925311,"M"
933,2.64673913043478,"M"
934,3.70114942528736,"M"
935,3.92307692307692,"M"
936,3.74647887323944,"M"
937,3.375,"M"
938,3.26851851851852,"F"
939,4.26530612244898,"F"
940,3.45794392523365,"M"
941,4.04545454545455,"M"
942,4.26582278481013,"F"
943,3.41071428571429,"M"
